"Rnk","Player","Mean_Rating"
188,"Ghosh,D",0.613562557628988
189,"Shogdzhiev,Roman",0.613430253978468
190,"Demchenko,A",0.611544223160196
191,"Jacobson,Brandon",0.61151634104824
192,"Solodovnichenko,Y",0.610868599187829
193,"Bronstein,Or",0.609631964390619
194,"Maksimovic,Bojan",0.609315514683076
195,"Kevlishvili,Robby",0.608340974747377
196,"Pichot,A",0.607546384203883
197,"Karjakin,Sergey",0.607147864059289
198,"Subelj,Jan",0.606940944002021
199,"Popov,Konstantin",0.606741246959827
200,"Samadov,Read",0.606632852627839
201,"Akobian,V",0.606031100723213
202,"Hong,Andrew",0.60556969423734
203,"Kovalenko,I",0.603177425546628
204,"Aditya,Mittal",0.602150245428236
205,"Iskandarov,M",0.601841492446303
206,"Subrota,Biswas",0.601019940219513
207,"Kobalia,M",0.600977952837421
208,"Romanov,E",0.598793646714211
209,"Pakleza,Z",0.597832737445465
210,"Urazayev,Arystanbek",0.597749053710319
211,"Steinberg,N",0.596773901933254
212,"Svidler,P",0.596759051808452
213,"Van Foreest,Lucas",0.59667580347273
214,"Livaic,Leon",0.596569000121774
215,"Aguero Jimenez,L",0.595619885222643
216,"Visakh,N R",0.59556398952918
217,"Tin,Jingyao",0.595365002674064
218,"Lagarde,Max",0.595195542990521
219,"Bachmann,Ax",0.594542052148726
220,"Alexakis,Dimitris",0.59446174419795
221,"Shirov,A",0.59243741819655
222,"Fedorchuk,S",0.592285772561866
223,"Adly,A",0.591947179855387
224,"Narayanan,SL",0.591803683034976
225,"Kazakouski,Valery",0.59133915514783
226,"Dragnev,Valentin",0.59051627522371
227,"Kovalev,Vl",0.589209038016337
228,"Meshkovs,Nikita",0.58905332256773
229,"Khlebovich,A",0.5879940643594
230,"Bukreev,Stanislav",0.587324851907439
231,"Lysyj,I",0.586972726322528
232,"Hammer,J",0.585754806497586
233,"Kezin,R",0.585231070800074
234,"Alonso Rosell,A",0.584383196931871
235,"Krishnan,V",0.583392375684037
236,"Kuegel,T",0.582471920992541
237,"Gorshtein,Ido",0.581585554169353
238,"Petrov,Martin",0.5814603708639
239,"Gabrielian,A",0.580974172268315
240,"Aradhya,Garg",0.580262153739853
241,"Ben Ari,Yannay",0.580051089740573
242,"Szpar,Milosz",0.579101951633221
243,"Sychev,K",0.577361012878411
244,"Lobanov,Sergei",0.577001955472744
245,"Henriquez Villagra,C",0.57624089468277
246,"Dardha,Daniel",0.57524918088584
247,"Kong,Xiangrui",0.57491985361457
248,"Liang,Awonder",0.57449591365072
249,"Madaminov,Mukhiddin",0.574054757473941
250,"Ashraf,Artin",0.573442066075173
251,"Bacrot,E",0.572857651486257
252,"Savchenko,B",0.571597127164248
253,"Movsesian,S",0.571320748614434
254,"Xu,Xiangyu",0.571301409839243
255,"Fier,A",0.570086576520544
256,"Nagare Kaivalya Sandip",0.569933746329864
257,"Rodriguez Vila,A",0.569248861595942
258,"Utegaliyev,A",0.567812027195953
259,"Idani,P",0.567686064839269
260,"Guseinov,G",0.566777022113314
261,"Rohith,Krishna S",0.56587559382086
262,"Fressinet,L",0.565500078307005
263,"Xiao,Tong(QD)",0.564053012369914
264,"Raja,Rithvik R",0.563887665944649
265,"Adhiban,Baskaran",0.563560597797899
266,"Gasparyan,Erik R.",0.562890184716081
267,"Makhnev,Denis",0.562847277715943
268,"Laurent-Paoli,Pierre",0.5619910679306
269,"Petriashvili,Nikoloz",0.56106428611483
270,"Reshetnikov,Al",0.560876194959902
271,"Tsaruk,Maksim",0.560548440847861
272,"Hayrapetyan,A",0.560060111554346
273,"Habans Aguerrea,Javier",0.558857665606752
274,"Grigoriants,S RUS",0.558796857637422
275,"Rustemov,A",0.558661122539886
276,"Manafov,Vugar",0.558611117331649
277,"Greet,A",0.558216852040138
278,"Bocharov,D",0.558192695092018
279,"Alsina Leal,D",0.557857577341174
280,"Rakhmanov,Ale",0.557641580241199
281,"Erdos,V",0.557447651075108
282,"Thomforde-Toates,Noah",0.557182984123168
283,"Nagy,Ga1",0.557150918510566
284,"Fridman,D",0.556684540479771
285,"Sumets,A",0.556397178526082
286,"Kazhgaleyev,M",0.556324513049263
287,"Radjabov,T",0.555877054395822
288,"Supi,L",0.555077140561977
289,"Goltsev,Dmitry",0.554863199523309
290,"Bellahcene,B",0.551984876057619
291,"Vasquez Schroeder,R",0.551427584726533
292,"Divya,Deshmukh",0.551339719394608
293,"Plat,V",0.55104697646178
294,"Nguyen Van Huy",0.550365181761145
295,"Travadon,Loic",0.550252437307236
296,"Patrelakis,Evaggelos",0.550060692773734
297,"Nie,Xinyang",0.549792405402464
298,"Zanan,E",0.548757257329192
299,"Durak,Can",0.548170011712037
300,"Kunin,V",0.547306316435775
301,"Sowinski,Pawel",0.545432006320583
302,"Ghasi,A",0.54532623263942
303,"Saric,Iv",0.544395386615275
304,"Vakhidov,J",0.543368816801696
305,"Peng,Li Min",0.542556893330897
306,"Matinian,N",0.542086462085235
307,"Omarov,Murat",0.541390201170239
308,"Ivanchuk,V",0.541126813190943
309,"Ilamparthi,A R",0.540951080890327
310,"Wang,Justin Zhide",0.540664005788776
311,"Atabayew,S",0.539894264935414
312,"Moroni,L",0.539076499917448
313,"Wan Yunguo",0.538779698734244
314,"Asis Gargatagli,H",0.538773249089106
315,"Zvjaginsev,V",0.538396613414837
316,"Adewumi,Tanitoluwa",0.538087784770581
317,"Atanasov,Anthony",0.538072849685396
318,"Atabayev,Saparmyrat",0.537977091082328
319,"Concio,Michael Jr.",0.537871058221882
320,"Medvegy,Z",0.537653928697247
321,"Koelle,Tobias",0.537460206092435
322,"Klukin,Kirill",0.537298015595025
323,"Stearman,Josiah",0.536974575616883
324,"Ibarra Jerez,JC",0.535884422770493
325,"Edouard,R",0.535353660589272
326,"Ioannidis,Konstantinos I",0.53524510113713
327,"Najer,E",0.535216462099242
328,"Baskakov,Egor",0.535149418717254
329,"Manolache,M",0.535063647927242
330,"Siva,Mahadevan",0.534735861551758
331,"Vrolijk,Liam",0.534478591611044
332,"Preotu,Razvan",0.534278146993011
333,"Kourkoulos Arditis,Stamatis",0.533687806378531
334,"Song,Yuxin",0.533542287727579
335,"Cardoso Cardoso,Jose Gabriel",0.533496048627175
336,"Maghalashvili,Da",0.532770347216154
337,"Macias Pino,Diego",0.532594722212928
338,"Dzhumagaliev,Y",0.532076806389609
339,"Kozak,Antoni",0.531743129785658
340,"Cieslak,Patryk",0.531253213305335
341,"Yang,ZiLong",0.531235871639375
342,"Lamaze,Simon",0.53121725378626
343,"Mardov,Dimitar",0.530554178439885
344,"Harikrishnan,A",0.530479426737604
345,"Diaz Perez,Michel Alejandro",0.530448095432874
346,"Saydaliev,Saidakbar",0.530143271627403
347,"Klekowski,M",0.529881720162955
348,"Pantsulaia,L",0.529174560912286
349,"Lopez Martinez,Josep",0.529114685265335
350,"Kadric,D",0.529037716776596
351,"Azarov,S",0.52838212680136
352,"Timofeev,Arty",0.528340775339053
353,"Mendes Aaron Reeve",0.52793289257933
354,"Hinrichs,Paul",0.527650654598455
355,"Ebrahimi Herab,Hamidreza",0.526908205284966
356,"Sethuraman,S",0.526411666060519
357,"Saraci,Nderim",0.526368160587313
358,"Rybka,Simon",0.526013023456541
359,"Robson,R",0.525973719937965
360,"Karthik,V4",0.524841454191507
361,"Nitish,Belurkar",0.523423027162492
362,"Grover,S",0.523271127520144
363,"Petkov,Momchil",0.522995843051835
364,"Deepan,C",0.522739999471198
365,"Fernandez,Dan SIN",0.522624270952139
366,"Sklokin,Sergey",0.522142517647625
367,"Papasimakopoulos,Alexandros",0.522095986797187
368,"Yankelevich,L",0.520371759898115
369,"Samusenko,M",0.520208273602124
370,"Tazbir,M",0.520073032629713
371,"Samant,Aditya S",0.51933818387648
372,"Navara,D",0.519105739240223
373,"Nigmatov,Ortik",0.518879131464335
374,"Bai,Jinshi",0.518458706109178
375,"Mareco,S",0.517666858865078
376,"Maroroa Jones,Gawain C B",0.51663875778419
377,"Ivanisevic,I",0.516163795987973
378,"Narayanan,Samrug",0.515967747391327
379,"Yuffa,D",0.515674092049692
380,"Sivuk,V",0.515466448265928
381,"Kaczur,F",0.515338322958664
382,"Khodashenas,M",0.514963370971586
383,"Ansat,Aldiyar",0.514293322727688
384,"Stremavicius,T",0.514025021982015
385,"Kobo,Ori",0.513915909102004
386,"Mammadov,Z",0.513396564671781
387,"Ponomariov,R",0.513180668263043
388,"Kuzubov,Y",0.512559152657403
389,"Balaji,Aaravamudhan",0.512332426328097
390,"Bodnaruk,A",0.512035112204174
391,"Saidov,Bilukhadzh",0.511917655329889
392,"Mamedov,Rau",0.511706007126374
393,"Lupulescu,C",0.511669346049687
394,"Prokofiev,Valentyn",0.511370455301232
395,"Chen,Yuan2",0.510896296673402
396,"Tomashevsky,E",0.510633559419616
397,"Kantor,G",0.510491058089466
398,"Srihari,L R",0.510457934210822
399,"Ragger,M",0.510353883473235
400,"Seo,Jung Min",0.510240599537303
401,"Moiseenko,A1",0.510173053987321
402,"Pham Tran Gia Phuc",0.510086131160352
403,"Solak,D",0.508929516613292
404,"Plyasunov,Daniil",0.508820696430191
405,"Shapiro,Dav",0.508530284073214
406,"Hagner,Bennet",0.508299519286705
407,"Sengupta,D",0.508035989007571
408,"Piorun,K",0.507735478127624
409,"Keinanen,Toivo",0.50742018613507
410,"Srihari,L",0.506854127637125
411,"Lesovoi,Evgenij",0.506743419541185
412,"Nikitenko,M",0.505804266071726
413,"Palczert,Matyas",0.505132562277645
414,"Matviishen,Viktor",0.504415155071791
415,"Sasikiran,K",0.504349094480749
416,"Neelash,Saha",0.504300610978603
417,"Putnam,Liam",0.504283863252677
418,"Cahaya,Satria Duta",0.504243671031156
419,"Zwirs,Nico",0.504160996728437
420,"Garriga Cazorla,Pere",0.503466808665612
421,"Bu Xiangzhi",0.503379953566592
422,"Aaryan,Varshney",0.502907570619379
423,"Zhao Jun",0.5028875735211
424,"Neiksans,A",0.501877691615178
425,"Makridis,Dimitrios",0.501608276683458
426,"Munkhdalai,Amilal",0.500243948561816
427,"Dhulipalla,Bala Chandra Prasad",0.500174599793267
428,"Nguyen Duc Hoa",0.499654206880022
429,"Berkes,F",0.498794448126137
430,"Maurizzi,Marc'Andria",0.498444525198172
431,"Narayanan,Sri",0.498428723574048
432,"Alekseev,Evgeny",0.498141575967739
433,"Tomczak,J",0.497719560092976
434,"Vocaturo,D",0.497361919742953
435,"Albornoz Cabrera,Carlos Daniel",0.497011119112275
436,"Lebedev,Artem S.",0.496673111872788
437,"Pulpan,J",0.496652292567862
438,"Khoder,Akram",0.496456157894276
439,"Kostolansky,Sebastian Lukas",0.496410776557909
440,"Huang,Renjie",0.496369790906015
441,"Mirzoev,A",0.496353976113489
442,"Salinas Herrera,P",0.496351900097399
443,"Jepson,C",0.496116856673949
444,"Zouaghi,Amir",0.495950261122013
445,"Odegov,Artem",0.495831562521499
446,"Magold,Filip",0.495249875630678
447,"Zarubitski,Viachaslau",0.494966958621131
448,"Jake Shanty",0.494933125150351
449,"Xiu Deshun",0.494860413131554
450,"Sheehan,Ethan",0.494541447710481
451,"Urkedal,F",0.494234699701515
452,"Tristan,L",0.494118979803486
453,"Kozul,Z",0.493685104974546
454,"Bosiocic,Mari",0.493419628597762
455,"Seyhanoglu,D",0.492836918194894
456,"Mikhailovsky,Vladimir",0.492713845917794
457,"Bardyk,Artem",0.491616384925483
458,"Harsha,B",0.491531308766462
459,"Nigalidze,G",0.491360631244614
460,"Kryakvin,D",0.491188484114911
461,"Demidov,M",0.491181610640024
462,"Rakhmatullaev,Almas",0.491169226338626
463,"Fernandez Guillen,E",0.490742274555054
464,"Sukiasyan,Vahe A.",0.490492879108669
465,"Heimann,Al",0.490226015947039
466,"Triapishko,Alexandr",0.489981304356658
467,"Celik,Hasan Huseyin",0.489744331468811
468,"Gauri,S",0.489134127252032
469,"Abdurakhmonov,Mukhammadali",0.489032803629525
470,"Perez Ponsa,F",0.488843780761617
471,"Dimitrov,R",0.488337102755682
472,"Raczek,Krzysztof",0.486878423989725
473,"Gelfand,B",0.486703050188349
474,"Csonka,B",0.486670971550136
475,"Sankalp,Gupta",0.48631598292476
476,"Cukrowski,F",0.486199942958161
477,"Clarke,B",0.485944156595856
478,"Gavrilescu,David",0.485930041427405
479,"Klimkowski,Jan",0.485918609264851
480,"Almeida Quintana,O",0.485915653554563
481,"Banusz,T",0.485618692587743
482,"Panchanathan,M",0.485612209144966
483,"Sapenov,Daniyal",0.485453979078352
484,"Drygalov,Andrey",0.485343024380696
485,"Tahmasebi,Hamidreza",0.484319423208318
486,"Mastrovasilis,D",0.48430018292831
487,"Baron,Ta",0.483476868418169
488,"Moisiiuk,Andrii",0.483251834685345
489,"Boensch,U",0.482107701870264
490,"Mikaelyan,A",0.482103442251969
491,"Mellado Trivino,J",0.481879783248714
492,"Lima,Da",0.481873770030221
493,"Luczak,Filip",0.481712200382731
494,"Horvath,Dominik",0.480553809751591
495,"Peyrer,Konstantin",0.479685863576575
496,"Vignesh,N R",0.479470055259362
497,"Zou,Chen",0.478943076886331
498,"Vakhlamov,I",0.478843037583623
499,"Lesiege,A",0.478354896833635
500,"Masruri,R",0.477882924762946
501,"Sathvik Adiga",0.476389715654543
502,"Bulmaga,I",0.476098554998601
503,"Hou Yifan",0.475877966849456
504,"Bologan,V",0.475023549509707
505,"Sokolovsky,Yahli",0.475012782883513
506,"Lei,Tingjie",0.474797314107432
507,"Dai,Changren",0.473905159138362
508,"Mamedov,Edgar",0.473722126060031
509,"Poetsch,H",0.473558211113601
510,"Hamitevici,V",0.473009261743288
511,"Dau Khuong Duy",0.472841746133546
512,"Budisavljevic,Luka",0.472782552789439
513,"Sivakumar,Shaaketh",0.472353369446284
514,"Deuer,Marius",0.472294218239443
515,"Gholami,A",0.472147117049656
516,"Colpe,M",0.471894540270512
517,"Stevic,H",0.471892823737804
518,"Razafindratsima,Timothe",0.471775584161022
519,"Afanasiev,Nikita",0.471453117027363
520,"Decuigniere,Tom",0.471362352353301
521,"Ridzel,Oleksandr",0.470999106107932
522,"Sorensen,Hampus",0.470021747189221
523,"Rozentalis,E",0.469634430024744
524,"Villanueva,Mar",0.469042406696966
525,"Uskov,Artem",0.468727637671999
526,"Ivannikov,Maksim",0.468680033814941
527,"Jiang,Haochen",0.468563637214385
528,"Zverev,Lev",0.468537112403253
529,"von Mettenheim,Johannes",0.46846817606854
530,"Dotzer,Lukas",0.468289259834733
531,"Sonis,Francesco",0.46790477932836
532,"Vavulin,M",0.467591278811643
533,"Rostovtsev,Dmitry",0.467206378513881
534,"Rodshtein,M",0.46709877251149
535,"Dubnevych,Maksym",0.466910509812299
536,"Grabinsky,Y",0.466248474134991
537,"Sturt,R",0.466139393420244
538,"Berdayes Ason,Dylan Isidro",0.465411684574153
539,"Agibileg,Uurtsaikh",0.464547176530458
540,"Siskou,Evangelia",0.463903069603242
541,"Kaasen,Tor Fredrik",0.46316821155593
542,"Gadzhiev,Ruslan",0.462898543403339
543,"Zakhartsov,Vl",0.462808245211039
544,"Tischbierek,R",0.462315166963485
545,"Ganguly,S",0.461874554078193
546,"Laurusas,T",0.461733790445019
547,"Nithin,Babu",0.461559859608791
548,"Nyback,T",0.461271339312119
549,"Grieve,Harry",0.460626352312672
550,"Braun,Geo",0.460550712803638
551,"Gomez,Car ARG",0.46020120317468
552,"Stopa,Ja",0.460053772046778
553,"Karolczuk,Iwo",0.459859568161212
554,"Fodor,T jr",0.459625263892055
555,"Mekhitarian,K",0.459565711942507
556,"Kockum,A",0.459205117178288
557,"Agmanov,Zhandos",0.459122652910466
558,"Davtyan,Artur",0.459026878235959
559,"Domin,Yan",0.458973190715003
560,"Noe,C",0.458796294843803
561,"Jankovic,A",0.4586758836974
562,"Stoyanov,Tsvetan",0.458333083939674
563,"Chasin,Nico",0.457941290773194
564,"Md Imran",0.45786430200924
565,"Aswath,S",0.457763114464494
566,"Boswell,Jacob Connor",0.45741992232884
567,"Borgaonkar,Akshay",0.456930427085462
568,"Munoz Pantoja,M",0.456868261188035
569,"Zierk,S",0.456807672225838
570,"Moksh,Amit Doshi",0.456666684350744
571,"Asprelli,Gaspar",0.456328462953959
572,"Ochoa de la Rosa,M",0.455964821348835
573,"Djurhuus,R",0.4558925580709
574,"Kukhmazov,A",0.455789249227968
575,"Knuedel,Torben",0.45514789455825
576,"Parkhov,Yair",0.455037097157849
577,"Tan,Zhongyi",0.454995557867033
578,"Baron Isanta,J",0.454807134432382
579,"Yip,Carissa",0.454517328293437
580,"Moczulski,Michal",0.454444077352753
581,"Beerdsen,Thomas",0.454345838392656
582,"Germanovs,Georgijs",0.4543285713621
583,"Millennium Chess - the King Elem,Computer",0.453829935436229
584,"Mroziak,M",0.453584067543275
585,"Culum,Sanjin",0.453493402459089
586,"Kamsky,G",0.453491978161927
587,"Janeczko,Jakub",0.45342526919212
588,"Amin,B",0.453403049515106
589,"Georgiev,Ki",0.453360824319989
590,"Isik,Alparslan",0.453360633745595
591,"Volokitin,And",0.453359580833523
592,"Krsnik Cohar,I",0.453238194691975
593,"Norwood,D",0.452912186452573
594,"Aronyak,Ghosh",0.452714691711683
595,"Guseynov,A",0.452421789875302
596,"Hauge,Lars Oskar",0.452378834458273
597,"Wagner,De",0.452113833439962
598,"Larkin,Vladyslav",0.452070467603212
599,"Lortkipanidze,N",0.452041832728373
600,"McShane,L",0.451784521602429
601,"Bracker,A",0.45146129130358
602,"Stotyn,F",0.451189822666957
603,"Grafl,F",0.451175034993767
604,"Holt,C",0.451141666940509
605,"Santiago,Y",0.451136434271396
606,"Williams,Justus",0.45063315129487
607,"Itgelt,Khuyagtsogt",0.450310547913506
608,"Aleksandrov,A",0.450178429187342
609,"Ma Qun",0.450077079954297
610,"Hafiz,Arif Abdul",0.449560422459835
611,"Kapnisis,S",0.449379926704188
612,"Topalov,V",0.449214364415216
613,"Bauer,Ch",0.447966221864776
614,"Goutham Krishna H",0.447295333696994
615,"Janik,Igor",0.446897903527973
616,"Haznedaroglu,K",0.446831174217305
617,"Begmuratov,Khumoyun",0.446783611147902
618,"Novozhilov,Semen",0.446337864270149
619,"Dyachuk,Artem",0.445919423410247
620,"Gelman,A",0.445357448018278
621,"Khotenashvili,B",0.445159481136155
622,"Boyer,Mahel",0.445159345772016
623,"Xu,Yi",0.444837465475458
624,"Rathanvel,V",0.444329438217955
625,"Stefansson,Vignir Vatnar",0.444247020297574
626,"Koneru,H",0.444110232351384
627,"Rudnev,Andrei",0.443581193975644
628,"Hrbek,Stepan",0.443364520090492
629,"Zhang,Di",0.443362900724542
630,"Neelotpal,D",0.443322389531028
631,"Gagunashvili,M",0.443119123692334
632,"Schnaider,Ilan",0.441739972910718
633,"Sokolov,Ivan",0.441654743021538
634,"Ticona Rocabado,Licael Roderick",0.441569827724744
635,"Postny,E",0.441242128844174
636,"Royal,Shreyas",0.440894229032672
637,"Papaioannou,Dimitrios",0.440849300200258
638,"Arfan,Aditya Bagus",0.44044499023841
639,"Seemann,Jakub",0.440160200048413
640,"Del Rey,D",0.439533028511153
641,"Harsh,Suresh",0.438283037494747
642,"Haug,Havard",0.438238996173915
643,"Cheparinov,I",0.437452493289607
644,"Hansen,SuB",0.43739612282043
645,"Bilguun,Sumiya",0.43712146054531
646,"Tekeyev,Z",0.437114119321696
647,"Kvaloy,Aksel Bu",0.436654127109994
648,"Harshavardhan,G B",0.436608845967753
649,"Vaishali,Rameshbabu",0.436072803777127
650,"Kacharava,Nikolozi",0.435895575986052
651,"Mushini,Ajay",0.435710683387971
652,"Suleymanli,Suleyman",0.435331679908028
653,"Shandrygin,Nikita",0.434913528561809
654,"Gurevich,M",0.43459883291034
655,"Tsakona,Maria",0.434524904619863
656,"Cumpe,Lucas",0.434373801299784
657,"Bogdanov,Egor",0.434253826386002
658,"Cuenca Jimenez,J",0.434217579680208
659,"Zhauynbay Aldiyar",0.434014493984033
660,"Dehtiarov,Roman",0.433974015446702
